time,median_length,median_delay,median_speed_kmh,median_level
2022-07-18 18:00:00,1257.0,100.0,22.529999,2.0
2022-07-18 19:00:00,1227.0,94.25,21.3999995,1.5
2022-07-18 20:00:00,1289.0,85.5,19.49,2.0
2022-07-18 21:00:00,1147.0,92.0,20.369999,2.0
2022-07-18 22:00:00,1292.0,107.0,21.29,2.0
2022-07-18 23:00:00,1067.2857142857142,93.5,19.14303566071428,1.0
2022-07-19 00:00:00,929.5,86.6875,18.68020829166667,1.0
2022-07-19 01:00:00,1156.0,80.0,21.91,1.0
2022-07-19 02:00:00,987.0,128.5,15.885,3.0
2022-07-19 03:00:00,954.0,62.25,21.6625,1.0
2022-07-19 04:00:00,946.5,103.41666666666667,17.946666666666665,2.0
2022-07-19 05:00:00,1021.1538461538462,80.0,20.202692384615382,1.0
2022-07-19 06:00:00,742.0,150.0,12.14,3.0
2022-07-19 07:00:00,742.0,129.0,14.35,3.0
2022-07-19 08:00:00,953.0,116.25,17.2675,2.5
2022-07-19 09:00:00,849.0,134.5,12.92,3.0
2022-07-19 10:00:00,1173.5,157.0,16.34,2.5
2022-07-19 11:00:00,1218.0,299.5,10.290001,3.0
2022-07-19 12:00:00,849.0,147.75,12.4875,2.5
2022-07-19 13:00:00,1165.0,91.0,19.82,2.0
2022-07-19 14:00:00,987.0,143.25,15.86,2.5
2022-07-19 15:00:00,1051.0,80.0,20.79,2.0
2022-07-19 16:00:00,837.5,134.0,14.7675,2.5
2022-07-19 17:00:00,908.0,130.0,15.4249995,2.5
2022-07-19 18:00:00,1224.0,95.5,20.145,2.0
2022-07-19 19:00:00,849.0,94.0,18.349998,2.0
2022-07-19 20:00:00,997.5,121.0,15.4375,2.5
2022-07-19 21:00:00,1134.25,117.75,20.2325,2.09
2022-07-19 22:00:00,1075.75,121.72,19.18,2.06
2022-07-19 23:00:00,1067.2857142857142,93.5,19.14303566071428,1.0
2022-07-20 00:00:00,929.5,86.6875,18.68020829166667,1.0
2022-07-20 01:00:00,1156.0,80.0,21.91,1.0
2022-07-20 02:00:00,987.0,128.5,15.885,3.0
2022-07-20 03:00:00,954.0,62.25,21.6625,1.0
2022-07-20 04:00:00,946.5,103.41666666666667,17.946666666666665,2.0
2022-07-20 05:00:00,1021.1538461538462,80.0,20.202692384615382,1.0
2022-07-20 06:00:00,1053.5,90.0,22.565,2.0
2022-07-20 07:00:00,849.0,211.5,10.434999,3.0
2022-07-20 08:00:00,954.5,147.75,15.5875,2.5
2022-07-20 09:00:00,1013.0,268.0,10.1,3.0
2022-07-20 10:00:00,1160.0,319.0,9.5,3.0
2022-07-20 11:00:00,1066.0,179.5,13.864999999999998,2.5
2022-07-20 12:00:00,1073.25,149.75,14.3075,2.5
2022-07-20 13:00:00,915.0,150.0,15.8,2.5
2022-07-20 14:00:00,755.0,119.0,16.0524995,2.5
2022-07-20 15:00:00,849.0,147.5,9.075001,3.0
2022-07-20 16:00:00,1147.0,138.5,15.665,2.5
2022-07-20 17:00:00,439.0,155.0,9.110001,3.0
2022-07-20 18:00:00,1147.0,73.0,20.48,2.0
2022-07-20 19:00:00,994.0,97.5,18.845001,2.0
2022-07-20 20:00:00,1268.5,77.75,22.817500000000003,1.5
2022-07-20 21:00:00,1030.5,65.0,22.1875,1.5
2022-07-20 22:00:00,158.0,110.0,4.55,4.0
2022-07-20 23:00:00,1067.2857142857142,93.5,19.14303566071428,1.0
2022-07-21 00:00:00,929.5,86.6875,18.68020829166667,1.0
2022-07-21 01:00:00,1156.0,80.0,21.91,1.0
2022-07-21 02:00:00,987.0,128.5,15.885,3.0
2022-07-21 03:00:00,954.0,62.25,21.6625,1.0
2022-07-21 04:00:00,946.5,103.41666666666667,17.946666666666665,2.0
2022-07-21 05:00:00,1021.1538461538462,80.0,20.202692384615382,1.0
2022-07-21 06:00:00,945.0,165.5,14.36,3.0
2022-07-21 07:00:00,750.0,212.0,10.549999,3.0
2022-07-21 08:00:00,1024.5,130.5,17.695,2.5
2022-07-21 09:00:00,1107.0,216.0,12.635,3.0
2022-07-21 10:00:00,718.0,169.0,11.26,3.0
2022-07-21 11:00:00,989.5,162.0,15.095,2.5
2022-07-21 12:00:00,938.0,244.5,11.21,3.0
2022-07-21 13:00:00,856.5,102.5,16.975,2.5
2022-07-21 14:00:00,994.5,103.5,14.7475,2.5
2022-07-21 15:00:00,890.0,147.25,15.085,2.5
2022-07-21 16:00:00,959.5,155.5,14.924999,2.5
2022-07-21 17:00:00,1051.0,217.0,10.44,3.0
2022-07-21 18:00:00,1155.0,83.5,20.705,2.0
2022-07-21 19:00:00,911.0,71.0,21.1424995,1.5
2022-07-21 20:00:00,1115.5,77.0,22.455,1.5
2022-07-21 21:00:00,787.0,115.75,15.7399995,2.5
2022-07-21 22:00:00,1075.75,121.72,19.18,2.06
2022-07-21 23:00:00,1067.2857142857142,93.5,19.14303566071428,1.0
2022-07-22 00:00:00,929.5,86.6875,18.68020829166667,1.0
2022-07-22 01:00:00,1156.0,80.0,21.91,1.0
2022-07-22 02:00:00,987.0,128.5,15.885,3.0
2022-07-22 03:00:00,954.0,62.25,21.6625,1.0
2022-07-22 04:00:00,946.5,103.41666666666667,17.946666666666665,2.0
2022-07-22 05:00:00,1021.1538461538462,80.0,20.202692384615382,1.0
2022-07-22 06:00:00,742.0,148.5,15.41,3.0
2022-07-22 07:00:00,718.5,212.5,9.035,3.0
2022-07-22 08:00:00,998.0,114.75,17.475,2.5
2022-07-22 09:00:00,1165.0,228.0,10.48,3.0
2022-07-22 10:00:00,1038.0,184.0,9.88,3.0
2022-07-22 11:00:00,1086.5,154.0,16.105,2.5
2022-07-22 12:00:00,927.0,111.5,16.465,2.5
2022-07-22 13:00:00,1399.0,126.0,17.88,2.0
2022-07-22 14:00:00,1134.0,156.75,15.169999999999998,2.5
2022-07-22 15:00:00,1171.0,130.5,14.62,2.5
2022-07-22 16:00:00,1163.0,148.5,15.62,2.5
2022-07-22 17:00:00,998.0,137.0,15.275,2.5
2022-07-22 18:00:00,920.0,90.5,19.77,2.0
2022-07-22 19:00:00,1147.0,146.25,16.4375,2.5
2022-07-22 20:00:00,1038.0,79.0,20.06,2.0
2022-07-22 21:00:00,1209.0,76.0,22.7224995,1.5
2022-07-22 22:00:00,1034.5,69.0,22.1825,1.5
2022-07-22 23:00:00,1067.2857142857142,93.5,19.14303566071428,1.0
2022-07-23 00:00:00,929.5,86.6875,18.68020829166667,1.0
2022-07-23 01:00:00,1156.0,80.0,21.91,1.0
2022-07-23 02:00:00,987.0,128.5,15.885,3.0
2022-07-23 03:00:00,954.0,62.25,21.6625,1.0
2022-07-23 04:00:00,946.5,103.41666666666667,17.946666666666665,2.0
2022-07-23 05:00:00,1021.1538461538462,80.0,20.202692384615382,1.0
2022-07-23 06:00:00,1004.5,70.0,22.2599995,1.5
2022-07-23 07:00:00,1102.5,78.0,21.545,1.5
2022-07-23 08:00:00,1147.0,96.0,19.58,2.0
2022-07-23 09:00:00,1399.0,258.0,11.415,3.0
2022-07-23 10:00:00,1052.0,219.0,12.27,3.0
2022-07-23 11:00:00,1417.0,314.5,11.74,3.0
2022-07-23 12:00:00,887.0,110.0,11.27,3.0
2022-07-23 13:00:00,1064.5,104.0,14.93,2.5
2022-07-23 14:00:00,1072.5,161.0,15.08,2.5
2022-07-23 15:00:00,1037.0,156.25,14.5475,2.5
2022-07-23 16:00:00,1117.0,147.5,15.38,2.5
2022-07-23 17:00:00,773.5,136.0,14.375,2.5
2022-07-23 18:00:00,1042.5,137.5,15.38,2.5
2022-07-23 19:00:00,1256.5,197.0,14.19,2.5
2022-07-23 20:00:00,1417.0,116.0,19.96,2.0
2022-07-23 21:00:00,1289.0,86.5,20.325,2.0
2022-07-23 22:00:00,1147.0,107.0,18.685001,2.0
2022-07-23 23:00:00,1067.2857142857142,93.5,19.14303566071428,1.0
2022-07-24 00:00:00,929.5,86.6875,18.68020829166667,1.0
2022-07-24 01:00:00,1156.0,80.0,21.91,1.0
2022-07-24 02:00:00,987.0,128.5,15.885,3.0
2022-07-24 03:00:00,954.0,62.25,21.6625,1.0
2022-07-24 04:00:00,946.5,103.41666666666667,17.946666666666665,2.0
2022-07-24 05:00:00,1021.1538461538462,80.0,20.202692384615382,1.0
2022-07-24 06:00:00,880.75,139.67,14.63875,2.55
2022-07-24 07:00:00,747.0,87.0,18.41,2.0
2022-07-24 08:00:00,920.0,99.0,18.015,2.0
2022-07-24 09:00:00,1169.0,79.0,20.34,2.0
2022-07-24 10:00:00,1097.5,170.0,15.81,2.5
2022-07-24 11:00:00,1147.0,157.0,8.94,3.0
2022-07-24 12:00:00,1169.0,175.0,14.27,2.5
2022-07-24 13:00:00,1165.0,224.0,11.435,3.0
2022-07-24 14:00:00,1069.0,228.5,11.575,3.0
2022-07-24 15:00:00,1165.0,233.0,12.455,3.0
2022-07-24 16:00:00,1165.0,230.5,12.205,3.0
2022-07-24 17:00:00,905.0,167.0,9.95,3.0
2022-07-24 18:00:00,1165.0,281.5,11.11,3.0
2022-07-24 19:00:00,973.0,216.5,11.995001,3.0
