,time,median_length,median_delay_seconds,median_regular_speed,median_seconds,median_speed,median_jam_level
3078,2022-08-26 13:00:00,1420.0,541.5,20.14,673.0,7.88,3.0
3079,2022-08-26 13:00:00,1107.0,540.5,19.515,643.0,6.12,4.0
3080,2022-08-26 14:00:00,1420.0,492.0,17.19,624.0,8.18,3.0
3081,2022-08-26 14:00:00,1257.0,540.0,19.67,656.0,6.99,4.0
3082,2022-08-26 15:00:00,1354.5,711.0,12.495,836.0,5.825,4.0
3083,2022-08-26 15:00:00,1420.0,446.5,14.225,586.0,8.94,3.0
3084,2022-08-26 16:00:00,1292.0,399.5,17.2,514.5,10.25,3.0
3088,2022-08-26 16:00:00,1318.0,498.5,15.88,618.5,7.6400003,4.0
3135,2022-08-26 20:00:00,1289.0,452.0,17.615002,600.5,7.6949997,3.0
3136,2022-08-26 20:00:00,850.0,381.0,17.54,459.0,6.65,4.0
3290,2022-08-27 21:00:00,1289.0,368.0,14.05,493.0,9.53,3.0
3291,2022-08-27 21:00:00,1420.0,640.0,13.465,814.0,6.46,4.0
3301,2022-08-27 22:00:00,1767.5,299.0,17.34,461.5,13.805,3.0
3308,2022-08-28 08:00:00,1765.0,746.0,11.93,909.0,6.98,4.0
3312,2022-08-28 09:00:00,1420.0,745.5,9.82,898.0,6.35,4.0
3400,2022-08-28 17:00:00,2025.0,886.0,9.02,1032.0,5.66,4.0
3410,2022-08-28 18:00:00,1893.0,822.0,9.21,993.0,6.91,4.0
3428,2022-08-29 06:00:00,750.0,590.0,17.86,673.0,4.02,4.0
3431,2022-08-29 07:00:00,850.0,248.0,17.67,328.0,9.31,3.0
3432,2022-08-29 07:00:00,1169.0,511.0,17.86,598.0,7.06,4.0
3434,2022-08-29 08:00:00,702.0,296.5,16.84,359.0,7.03,4.0
3437,2022-08-29 08:00:00,791.5,197.0,19.135,271.0,10.74,3.0
3439,2022-08-29 10:00:00,1257.0,836.0,10.13,965.0,5.53,4.0
3440,2022-08-29 10:00:00,1731.0,677.0,10.765,837.0,7.43,3.0
3441,2022-08-29 11:00:00,1257.0,313.0,18.29,427.0,10.58,3.0
3442,2022-08-29 12:00:00,1417.0,737.0,16.9,867.5,5.3,4.0
3443,2022-08-29 12:00:00,1418.5,436.0,19.189999,573.0,9.585,3.0
3445,2022-08-29 13:00:00,1420.0,462.5,18.395,602.5,9.475,3.0
3446,2022-08-29 13:00:00,1225.0,578.0,17.51,709.0,6.07,4.0
3499,2022-08-30 07:00:00,905.0,224.0,20.25,312.0,10.43,3.0
3500,2022-08-30 07:00:00,1399.0,527.0,20.03,668.0,7.27,4.0
3515,2022-08-30 09:00:00,1053.5,1333.0,11.5,1453.5,2.94,4.0
3516,2022-08-30 10:00:00,1765.0,881.5,11.69,1032.0,5.56,4.0
3517,2022-08-30 10:00:00,733.0,113.0,24.7,181.0,14.53,2.0
3518,2022-08-30 10:00:00,1765.0,627.0,11.67,790.0,8.03,3.0
3554,2022-08-30 17:00:00,1013.0,390.0,18.345001,482.0,7.55,3.0
3555,2022-08-30 17:00:00,1273.0,775.0,19.395,833.5,6.03,4.0
3568,2022-08-30 18:00:00,1420.0,490.5,15.85,619.5,8.445,3.0
3569,2022-08-30 18:00:00,1712.0,1248.5,20.2,1327.5,3.83,4.0
3575,2022-08-30 19:00:00,1257.0,450.0,20.99,563.0,8.02,3.0
3576,2022-08-30 19:00:00,752.0,716.0,21.57,805.0,3.04,4.0
3578,2022-08-30 20:00:00,1731.0,234.0,22.25,394.0,15.8,2.0
3579,2022-08-30 20:00:00,1006.0,714.5,20.95,832.5,4.9,4.0
3580,2022-08-30 20:00:00,1194.0,206.0,21.64,321.0,12.26,3.0
3609,2022-08-31 15:00:00,1580.0,1131.0,13.67,1281.0,5.08,4.0
3614,2022-08-31 16:00:00,1053.0,565.5,10.925,672.0,5.41,4.0
3620,2022-08-31 17:00:00,1257.0,733.0,10.73,848.0,5.33,4.0
3627,2022-08-31 19:00:00,1257.0,366.5,17.48,480.5,9.405,3.0
3642,2022-09-01 09:00:00,1731.0,1165.5,13.49,1325.0,4.67,4.0
3643,2022-09-01 10:00:00,1420.0,757.5,10.809999,888.5,5.48,4.0
3645,2022-09-01 11:00:00,1420.0,1000.0,12.5,1131.5,4.45,4.0
3646,2022-09-01 11:00:00,878.0,345.0,12.09,427.0,7.39,3.0
3647,2022-09-01 12:00:00,1420.0,621.5,17.375,753.5,6.7799997,4.0
3648,2022-09-01 12:00:00,570.0,174.0,13.35,227.0,9.0,3.0
3659,2022-09-01 15:00:00,1417.0,690.0,12.59,827.0,5.78,4.0
3661,2022-09-01 15:00:00,1417.0,439.0,16.24,583.0,8.74,3.0
3668,2022-09-01 16:00:00,1069.0,296.0,16.279999,391.0,9.74,3.0
3669,2022-09-01 16:00:00,1500.0,743.5,12.389999,895.0,6.1000004,4.0
3685,2022-09-01 17:00:00,1731.0,842.0,14.43,1009.0,4.34,4.0
3704,2022-09-02 07:00:00,1112.0,233.0,15.53,346.0,11.96,3.0
3705,2022-09-02 07:00:00,750.0,545.0,16.37,630.0,4.16,4.0
3712,2022-09-02 08:00:00,542.0,520.0,21.994999,569.0,3.42,4.0
3720,2022-09-02 09:00:00,687.0,245.0,12.73,308.0,8.01,3.0
3721,2022-09-02 09:00:00,1420.0,704.5,15.34,810.0,5.855,4.0
3723,2022-09-02 10:00:00,567.0,232.0,18.21,289.0,7.04,3.0
3724,2022-09-02 10:00:00,1069.0,584.0,8.38,688.0,4.14,4.0
3726,2022-09-02 11:00:00,1107.0,805.0,8.79,908.0,4.42,4.0
3729,2022-09-02 11:00:00,570.0,193.0,13.67,246.0,8.31,3.0
3730,2022-09-02 12:00:00,1417.0,384.0,19.96,527.0,9.66,3.0
3731,2022-09-02 12:00:00,1417.0,531.5,17.84,675.0,7.545,4.0
3741,2022-09-02 15:00:00,878.0,533.0,10.82,612.0,5.11,4.0
3755,2022-09-02 16:00:00,1420.0,649.0,11.23,778.0,6.56,4.0
3765,2022-09-02 17:00:00,1420.0,444.0,13.39,573.0,8.92,3.0
3782,2022-09-02 18:00:00,1322.0,356.0,12.13,476.0,9.64,3.0
3783,2022-09-02 18:00:00,1731.0,988.5,14.33,1148.0,5.0299997,4.0
3792,2022-09-02 19:00:00,1194.0,459.0,17.985,569.0,7.545,3.0
3793,2022-09-02 19:00:00,1418.0,815.0,13.44,945.0,5.45,4.0
3795,2022-09-02 20:00:00,1420.0,646.0,15.65,777.0,6.57,4.0
3797,2022-09-02 20:00:00,1893.0,475.0,16.86,621.5,9.915,3.0
3808,2022-09-03 09:00:00,1399.0,691.0,11.96,832.0,5.62,4.0
3814,2022-09-03 09:00:00,1417.0,430.0,12.62,574.0,8.72,3.0
3823,2022-09-03 10:00:00,1257.0,638.0,11.05,781.0,5.41,4.0
3824,2022-09-03 10:00:00,1731.0,526.0,10.28,686.0,8.9,3.0
3832,2022-09-03 11:00:00,1026.0,539.0,9.3,659.0,5.45,4.0
3843,2022-09-03 12:00:00,1415.5,849.0,9.780001,1001.0,5.27,4.0
3864,2022-09-03 14:00:00,1731.0,679.0,12.25,839.0,7.42,3.0
3865,2022-09-03 14:00:00,1642.0,970.0,12.63,1120.0,5.28,4.0
3879,2022-09-03 15:00:00,1731.0,582.0,12.28,742.0,8.39,3.0
3974,2022-09-04 09:00:00,1420.0,916.5,6.955,1047.5,4.875,4.0
4034,2022-09-04 18:00:00,1920.0,549.0,13.47,726.0,9.09,3.0
4035,2022-09-04 18:00:00,1920.0,700.0,13.93,895.0,7.71,4.0
4047,2022-09-04 19:00:00,1418.0,835.0,9.4,966.0,5.28,4.0
4049,2022-09-04 20:00:00,1289.0,892.0,8.44,1010.0,4.59,4.0
4050,2022-09-04 21:00:00,1580.0,772.0,10.83,887.0,6.98,4.0
